id,name,host_name,neighbourhood_group,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
14377,Williamsburg 1 bedroom Apartment,Joanna,Brooklyn,40.70881,-73.9593,Entire home/apt,150,30,105,30
14991,"Great Location, Manhattan Bedroom!",Bianca,Manhattan,40.720040000000004,-73.99104,Private room,110,5,19,301
15220,Best Location in NYC! TIMES SQUARE!,Luiz,Manhattan,40.755309999999994,-73.99293,Private room,69,2,289,294
15338,Room in Greenpoint Loft w/ Roof,Andrea,Brooklyn,40.72401,-73.93788,Private room,49,4,138,320
15341,**Bright Nolita Apt w Doorman/Elevators/Gym**,Ted,Manhattan,40.7221,-73.99775,Entire home/apt,180,30,21,154
15385,"Very, very cozy place",Cristina,Brooklyn,40.71185,-73.96204,Private room,80,2,42,263
15396,Sunny & Spacious Chelsea Apartment,Petra,Manhattan,40.74623,-73.9953,Entire home/apt,375,180,5,180
15711,2 bedroom - Upper East Side-great for kids,D,Manhattan,40.77065,-73.95269,Entire home/apt,250,2,66,231
16326,Comfortable 4-bedroom apt in family house.,Dimitri,Brooklyn,40.67811,-73.96428,Entire home/apt,200,30,143,297
16338,Double Room w Private Deck Clinton Hill Best Area,Patricia,Brooklyn,40.69,-73.96788000000001,Private room,55,7,27,292
16421,Your Heaven in Hells Kitchen,Mark,Manhattan,40.75979,-73.99119,Private room,52,30,191,191
16580,"Sunny, Modern room in East Village!",Reka,Manhattan,40.726490000000005,-73.97904,Private room,80,1,338,72
16595,*HAVEN LOFT - Entire Floor - Six Windows - Bricks*,Daniel,Brooklyn,40.70933,-73.96791999999999,Entire home/apt,275,1,148,362
16821,Large Room in Amazing East Village Apt,Casey,Manhattan,40.72298,-73.98474,Private room,99,1,106,336
16974,SpaHa Loft: Enormous and Bright,Robin,Manhattan,40.80164,-73.93921999999999,Entire home/apt,225,4,190,215
17037,Lovely EV Artist's Home,Anna,Manhattan,40.72162,-73.98008,Entire home/apt,230,9,49,116
17092,Cool Room in Hell's Kitchen,Enzo,Manhattan,40.76342,-73.98865,Private room,51,7,23,88
17693,"HARLEM, NEW YORK WELCOMES YOU!!",Tye And Etienne,Manhattan,40.83139,-73.94095,Private room,65,2,49,336
17747,BLUE TRIM GUEST HOUSE,George,Brooklyn,40.68346,-73.96374,Private room,105,2,105,304
18127,Charming East Village One Bedroom Flat,Josh,Manhattan,40.72828,-73.98801,Entire home/apt,190,5,21,224
18152,Manhattan Room,Victoria,Manhattan,40.76865,-73.95058,Private room,200,1,142,322
18198,Little King of Queens,Justin,Queens,40.75038,-73.90334,Private room,70,30,25,324
18590,Fort Greene Retreat on the Park,Blaise,Brooklyn,40.6932,-73.97267,Private room,95,3,143,132
18728,Beautiful Meatpacking District Loft,DAVID And RICK,Manhattan,40.74138,-74.00197,Private room,150,3,167,295
18764,Cozy 2 BR in Williamsburg ,Lulú,Brooklyn,40.71154,-73.96112,Private room,145,3,61,238
19159,Spacious luminous apt Upper West NYC,Sybilla,Manhattan,40.82915,-73.95136,Entire home/apt,110,31,54,209
19169,Entire 2 Bedroom - Large & Sunny,JoLynn,Manhattan,40.718509999999995,-73.98892,Entire home/apt,285,5,70,328
19282,"Sunny, Spacious Top Floor Haven",Gaia,Brooklyn,40.65401,-73.96323000000001,Entire home/apt,130,6,16,38
19319,Private room Great Deal at Lower East Side,Ana,Manhattan,40.7114,-73.98794000000001,Private room,94,30,94,188
19601,perfect for a family or small group,Maggie,Brooklyn,40.69723,-73.99268000000001,Entire home/apt,800,1,25,7
19812,2 bedroom Williamsburg Apt - Bedford L stop,Starlee,Brooklyn,40.71833,-73.95748,Entire home/apt,105,3,61,272
20299,Oh glorious spring!,Edward,Manhattan,40.72334,-73.9844,Private room,60,3,194,26
20611,Cozy Bedroom in Williamsburg 3 BR,Lulú,Brooklyn,40.71156,-73.96218,Private room,85,3,174,288
20724,Sunny room+Pvte office in huge loft,Augustin,Brooklyn,40.70032,-73.9383,Private room,65,4,24,317
20734,Spacious Prospect Heights Apartment,Sean & Lynette,Brooklyn,40.68233,-73.97261,Entire home/apt,131,4,166,207
20755,"Large Parlor Room, Landmark Home 1 block to PRATT",Erica,Brooklyn,40.68634,-73.96600000000001,Private room,98,7,16,185
20853,2-bed brownstone duplex + garden,Tracy,Brooklyn,40.68035,-73.97162,Entire home/apt,250,7,21,158
21293,Sunny Apartment in Artist Home,Tyrome,Brooklyn,40.70093,-73.92609,Entire home/apt,105,3,118,9
21456,Light-filled classic Central Park ,Dana,Manhattan,40.79764,-73.96177,Entire home/apt,140,3,81,198
21644,"Upper Manhattan, New York",Elliott,Manhattan,40.82803,-73.94731,Private room,89,1,1,365
21794,COZY QUIET room 4 DOOGLERS!,Olan,Manhattan,40.74008,-74.00271,Private room,98,30,30,364
22911,The Stuydio Modern and Light Filled,Shelly,Brooklyn,40.684129999999996,-73.92357,Entire home/apt,125,7,139,311
22918,loft bed - near transportation-15min to times sq,Ssameer Or Trip,Manhattan,40.822790000000005,-73.95139,Private room,60,3,11,219
23135,House On Henry (3rd FLR Suite),Annette,Brooklyn,40.67967,-74.00154,Entire home/apt,175,2,233,342
23501,Monkey Retreat Manhattan,Meka,Manhattan,40.83927,-73.94281,Private room,65,2,68,312
23686,2000 SF 3br 2bath West Village private  townhouse,Ann,Manhattan,40.730959999999996,-74.00319,Entire home/apt,500,4,46,243
24143,"Williamsburg—Steps To Subway, Private Bath&Balcony",Seth,Brooklyn,40.71332,-73.94176999999999,Private room,101,3,335,152
24285,Beautiful Duplex Apartment,Brenda,Brooklyn,40.66941,-73.98109000000001,Entire home/apt,220,30,88,9
25235,Large 2 Bedroom Great for Groups!,Shelly,Brooklyn,40.68373,-73.92376999999999,Entire home/apt,125,90,162,137
25406,"Modern Brooklyn Apt., August sublet",Erik,Brooklyn,40.71459,-73.94844,Entire home/apt,80,30,29,222
25696,"1,800 sq foot in luxury building",Dena,Manhattan,40.8092,-73.94421,Private room,100,2,170,346
26012,Sunny 2-story Brooklyn townhouse w deck and garden,Jessica,Brooklyn,40.68157,-73.98989,Entire home/apt,200,30,19,208
26362,"Times Square, Safe, Clean and Cozy!",Luiz,Manhattan,40.75527,-73.99291,Private room,59,2,334,279
26520,"Cozy Room #3, Landmark Home 1 Block to PRATT",Erica,Brooklyn,40.68698,-73.96571999999999,Private room,125,2,19,250
26559,Beautiful Apartment East Village,Sally,Manhattan,40.7288,-73.98192,Entire home/apt,140,7,12,164
26785,Park Slope Green Guest House,Dani,Brooklyn,40.66853,-73.98912,Entire home/apt,120,30,467,192
26933,2 BR / 2 Bath Duplex Apt with patio! East Village,Bruce,Manhattan,40.7254,-73.98156999999999,Entire home/apt,350,2,7,298
26954,NYC fabulous views Manhattan's eye,Nimo,Manhattan,40.742940000000004,-73.98009,Entire home/apt,199,5,38,260
26969,2 story family home in Williamsburg,Alexandra,Brooklyn,40.71942,-73.95748,Entire home/apt,325,3,324,107
27006,Comfortable UWS 2-BD Family-Friendly Brownstone,Stacy,Manhattan,40.77823,-73.97636999999999,Entire home/apt,235,6,27,199
27385,Great Large 1 BR apt  in East Village!,Bruce,Manhattan,40.72555,-73.97965,Entire home/apt,225,1,115,299
27531,Eveland Private Bed & Living Room w/ Own Entrance,Evelyn,Brooklyn,40.66831,-73.98604,Private room,99,2,354,20
27644,Sugar Hill Rest Stop ,Emma,Manhattan,40.82754,-73.94919,Entire home/apt,170,2,195,318
27659,3 Story Town House in Park Slope,Vero,Brooklyn,40.66499,-73.97925,Entire home/apt,400,2,16,216
27759,apartment next to Central park,Sylvie,Manhattan,40.778420000000004,-73.97556,Entire home/apt,170,7,13,224
28321,Large 1  BR in a 3 BR Brooklyn apt. next to Q Trn.,Kay,Brooklyn,40.65593,-73.96053,Private room,75,2,9,324
28396,Modern Apt with Spectacular Views,Jo,Brooklyn,40.719229999999996,-73.96468,Private room,90,1,9,245
28907,Garden studio in the Upper East Sid,Lisa,Manhattan,40.778,-73.94821999999999,Entire home/apt,150,5,21,189
29012,Secluded Master Bedroom in Beautiful Huge Apt,Fernando And Lenin,Manhattan,40.85879,-73.93128,Private room,85,15,36,307
29013,B & B Room 1,Angela,Brooklyn,40.68332,-73.9547,Private room,70,3,63,310
29455,ACCOMMODATIONS GALORE #1,Laurine,Manhattan,40.816179999999996,-73.94894000000001,Entire home/apt,120,3,155,213
29628,Sunny Room in New Condo,Chris,Brooklyn,40.68414,-73.96351,Private room,89,3,260,278
29683,Stylish & Sleek Apartment Near SoHo!,Uli,Manhattan,40.72392,-73.99143000000001,Entire home/apt,185,5,73,209
30927,Unique & Charming small 1br Apt. LES,Cs,Manhattan,40.713409999999996,-73.98855999999999,Entire home/apt,105,3,32,16
31130,Most Central Location!,Lara,Manhattan,40.767540000000004,-73.98399,Private room,130,2,50,234
31555,Luminous Beautiful West Village Studio,Tom,Manhattan,40.73442,-74.00303000000001,Entire home/apt,115,29,26,12
31902,Sanctuary in East Flatbush,Sunder,Brooklyn,40.631879999999995,-73.93248,Private room,77,2,2,178
31994,Room with En Suite Bathroom & Deck,Waldemar,Brooklyn,40.6873,-73.9634,Private room,76,2,426,275
32023,FLAT MACDONOUGH,Khem,Brooklyn,40.682959999999994,-73.93661999999999,Entire home/apt,125,3,227,163
32037,Huge Private  Floor at The Waverly,Sahr,Brooklyn,40.6863,-73.96765,Private room,135,4,84,365
32100,"Modern Greenpoint, Brooklyn Apt",Ali+Scott,Brooklyn,40.73409,-73.95348,Entire home/apt,250,29,3,34
32289,"Sun-drenched, artsy modernist 1 BDRM duplex",Elisabeth,Brooklyn,40.71561,-73.94835,Entire home/apt,199,3,10,280
32363,Fully Furnished Basement Apartment,Fredah,Queens,40.74028,-73.83168,Private room,140,2,1,1
32965,FLAT MACDONOUGH GARDEN,Khem,Brooklyn,40.682809999999996,-73.93524000000001,Entire home/apt,115,3,124,170
32969,Light filled Williamsburg Apartment,Katherine,Brooklyn,40.715959999999995,-73.93938,Entire home/apt,160,3,11,188
33009,Retreat in Williamsburg,Ming,Brooklyn,40.71492,-73.95935,Entire home/apt,195,4,240,214
33014,NYC Zen,Paula,Manhattan,40.72354,-73.98295,Entire home/apt,195,3,30,248
33223,Cozy BR in Wiliamsburg 3 Bedroom,Lulú,Brooklyn,40.71165,-73.96087,Private room,80,3,200,262
34760,Sunny Room in Old Historical Brooklyn Townhouse,Obed,Brooklyn,40.69101,-73.97312,Private room,44,8,27,280
35526,Sun Filled Classic West Village Apt,Karen,Manhattan,40.73474,-74.00101,Private room,156,4,79,307
36121,Lg Rm in Historic Prospect Heights,Michael,Brooklyn,40.67386,-73.96641,Private room,85,15,9,339
36133,Classic Artist Loft Williamsburg,White,Brooklyn,40.71536,-73.96056999999999,Private room,125,3,155,1
36442,Great location. Spacious on PROSPECT PARK,Paz,Brooklyn,40.6741,-73.96595,Entire home/apt,115,15,4,269
36647,Private Bdrm/Bathrm. New! Elevator!,Irene,Manhattan,40.79295,-73.93997,Private room,69,2,34,10
36703,"Sunny, clean 1 bdrm in W. Village",Karene,Manhattan,40.73226,-74.00401,Entire home/apt,225,45,134,312
36934,Great location in Williamsburg,Viviana,Brooklyn,40.71363,-73.96398,Entire home/apt,125,6,27,189
38638,Light and Airy Upper East Side 1 BDR apartment,Sara,Manhattan,40.77711,-73.9527,Entire home/apt,219,4,126,290
38663,Luxury Brownstone in Boerum Hill,Sarah,Brooklyn,40.685590000000005,-73.98094,Entire home/apt,475,3,23,230
39267,CENTRAL PARK LOFT all for YOU,Marie,Manhattan,40.77456,-73.95323,Entire home/apt,99,1,234,164
39282,Indie-Chic Share In Williamsburg,Gus,Brooklyn,40.710879999999996,-73.95055,Private room,69,4,202,53
39593,"A room w/ a Manhattan view, longer stay",Myung,Queens,40.74559,-73.92313,Private room,79,30,28,126
39704,"Private, Large & Sunny 1BR w/W&D",Renée,Brooklyn,40.68306,-73.94659,Entire home/apt,135,2,309,3
40039,Luxurious Condo in DUBMO with View,Henry,Brooklyn,40.70207,-73.98571,Private room,250,3,14,189
40453,Charming & Cozy midtown loft any WEEK ENDS  !!!,Sylvia,Manhattan,40.76123,-73.9642,Entire home/apt,250,3,4,365
42580,Parlor Room In Victorian Townhouse,Waldemar,Brooklyn,40.68843,-73.96408000000001,Private room,70,2,294,336
42729,House On Henry (2nd FLR Suite),Annette,Brooklyn,40.6783,-74.00135,Entire home/apt,165,2,150,342
42882,New York room with a view,Newyorkroomwithaview,Staten Island,40.64524,-74.08088000000001,Private room,70,2,166,312
43957,Sunny cozy room in Brklyn townhouse,Tessa,Brooklyn,40.70641,-73.91765,Private room,50,2,47,37
44096,Room with a View,Waundell,Bronx,40.83232,-73.93184000000001,Private room,40,1,219,353
44161,Light+Open+Airy+Rustic+Modern Loft,Young,Brooklyn,40.71045,-73.9677,Entire home/apt,150,2,193,177
44212,West Inn 2 - East Village,Bruce,Manhattan,40.72518,-73.98034,Private room,125,1,84,310
44229,BROOKLYN VICTORIAN STYLE SUITE.....,Carol,Brooklyn,40.690979999999996,-73.97113,Private room,110,2,213,321
44288,Your own Lovely West Village Studio,Sara,Manhattan,40.737559999999995,-74.00405,Entire home/apt,170,3,86,246
44506,ACCOMMODATIONS GALORE#3. 1-5 GUESTS,Laurine,Manhattan,40.815259999999995,-73.94791,Entire home/apt,165,3,80,231
45393,Greenwich Village Stylish Apartment,Myrna,Manhattan,40.73423,-74.0046,Entire home/apt,150,26,38,225
45910,Beautiful Queens Brownstone! - 5BR,Mark,Queens,40.70382,-73.89797,Entire home/apt,350,8,10,365
45936,Couldn't Be Closer To Columbia Uni,Rahul,Manhattan,40.80549,-73.95924000000001,Private room,99,4,122,233
45940,Bright Spacious Luxury Condo,Miyoung,Brooklyn,40.71627,-73.9587,Entire home/apt,200,4,33,1
46544,Park Slope haven 15 mins from Soho,Monica,Brooklyn,40.67994,-73.97863000000001,Entire home/apt,150,5,52,18
46723,SAFE  AND BEAUTIFUL ACCOMODATION,Marylyn,Brooklyn,40.67992,-73.9475,Private room,90,3,126,343
46911,Large Room in private Brownstone in Park Slope,Kathleen R.,Brooklyn,40.67868,-73.97306999999999,Private room,120,3,51,250
47199,"NEW YORK CITY, 1 BDRM.(NEAR CENTRAL PARK & METRO)",Teresa,Manhattan,40.76834,-73.95334,Private room,75,3,199,326
47362,"LARGE, COMFY 1BDR W/CHARACTER!!!",Robert,Brooklyn,40.68237,-73.9415,Entire home/apt,175,26,30,364
47926,LUX APT IN TIMES SQUARE NEW BUILDING,Claudia,Manhattan,40.76307,-73.99665,Entire home/apt,275,1,41,299
48719,Designer 1 BR Duplex w/ Terrace- Spectacular Views,Shane,Manhattan,40.71882,-73.98852,Entire home/apt,299,2,109,207
50447,Lovely Apt & Garden;  Legal;  Best Area; Amenities,Laurie,Brooklyn,40.6693,-73.98804,Entire home/apt,135,5,151,162
51485,Lower East Side $57~/night,Erina,Manhattan,40.72319,-73.99201,Private room,83,1,285,7
51572,Prime Location in Manhattan,Lee,Manhattan,40.74859,-73.99671,Private room,123,1,375,328
51850,( F) Excellent/Pvt Rm,Jullett,Queens,40.67252,-73.76597,Private room,55,2,52,365
53469,cozy studio with parking spot,Mark,Queens,40.717220000000005,-73.87856,Entire home/apt,98,30,33,240
53470,Clean and convenient 2BR apartment,Mark,Queens,40.70234,-73.89816,Private room,140,7,6,365
53477,3 floors of luxury!,Mark,Queens,40.71546,-73.87854,Entire home/apt,265,7,38,365
54158,The Institute—Heart of Williamsburg,Bob,Brooklyn,40.7195,-73.95976,Entire home/apt,249,2,358,164
54453,MIDTOWN WEST - Large alcove studio,Anka,Manhattan,40.76548,-73.98474,Shared room,105,6,10,363
54466,Beautiful Uptown Manhattan apartmnt,Douglas,Manhattan,40.80234,-73.95603,Private room,200,30,0,365
54508,Sml Rm in pr Brst  Park Sl great for Med/students,Kathleen R.,Brooklyn,40.6787,-73.97261999999999,Private room,100,2,226,250
54544,City Room - Private Penthouse Apt.,Wayne,Manhattan,40.81035,-73.94598,Entire home/apt,121,1,104,247
54626,Cozy bedroom by Yankee Stadium,Waundell,Bronx,40.83075,-73.93058,Private room,45,1,138,323
54860,Great apartment with private bathroom and entrance,Jenny,Manhattan,40.79958,-73.94275,Private room,100,5,204,192
55467,Private Garden Apt • New Renovation,Paul,Brooklyn,40.71625,-73.93845,Entire home/apt,140,2,253,125
55498,Modern comfort in art infused landmark Brownstone,Tami,Brooklyn,40.6829,-73.93549,Private room,71,2,23,91
55668,"NOHO/EAST VILLAGE, PRIVATE 1/2 BATH",Jason,Manhattan,40.72773,-73.99134000000001,Private room,130,2,115,75
55737,Sleek & Comfortable Soho Apt,Pete,Manhattan,40.728609999999996,-74.0049,Entire home/apt,199,5,129,286
55959,Spacious Williamsburg Share w/ LOFT BED,Gus,Brooklyn,40.709790000000005,-73.95161999999999,Private room,69,4,82,60
56467,Cozy East Village Railroad 1 Bed!,Leonardo,Manhattan,40.72752,-73.98432,Entire home/apt,130,1,204,192
56525,1 Bedroom Loft w/ Private Roof Deck,Alex,Brooklyn,40.729,-73.95829,Entire home/apt,195,2,69,58
56859,City Room - Private & Comfy Bedroom,Wayne,Manhattan,40.81219,-73.94499,Private room,64,1,192,245
57166,Elegant NYC Pad,Vasili,Queens,40.77185,-73.90502,Entire home/apt,140,2,17,292
57297,"Clean & bright 1BR in Cobble Hill, GREAT location!",S.M.,Brooklyn,40.68926,-73.99386,Entire home/apt,159,2,222,279
57618,"Great new apt, close to everything",Ana,Manhattan,40.7672,-73.98508000000001,Entire home/apt,250,3,94,3
57740,Quiet & Clean Retreat in the City,I,Manhattan,40.73012,-73.99053,Entire home/apt,239,3,7,351
57754,Stylish Large Gramercy Loft!,R,Manhattan,40.7403,-73.98498000000001,Entire home/apt,305,2,108,201
57874,The Brownstone-Luxury 1 Bd Apt/NYC,Simon,Manhattan,40.809309999999996,-73.94343,Entire home/apt,155,3,222,232
58059,PRIVATE Room on Historic Sugar Hill,Agnes,Manhattan,40.8251,-73.94287,Private room,60,1,458,258
58062,South Slope Green,Linda,Brooklyn,40.6585,-73.98397,Private room,135,2,21,272
58467,"17 Flr. Manhattan Views, Nr. Subway",Dave,Manhattan,40.76193,-73.9501,Private room,120,7,17,341
59014,"Spacious 1BR, Adorable Clean Quiet",Drica,Manhattan,40.72052,-73.98589,Entire home/apt,150,3,41,244
59121,"Nice, clean, safe, convenient 3BR",Mark,Queens,40.70411,-73.89934000000001,Entire home/apt,140,14,1,365
59642,Franklin St Flat in Trendy Greenpoint Brooklyn,Betty,Brooklyn,40.73401,-73.95966999999999,Entire home/apt,135,2,69,12
59709,"Artistic, Cozy, and Spacious w/ Patio! Sleeps 5",Ricardo & Ashlie,Manhattan,40.71756,-73.99503,Entire home/apt,250,4,18,265
60164,"Beautiful, elegant 3 bed SOHO loft",Harrison,Manhattan,40.72003,-74.00262,Entire home/apt,500,4,94,329
60457,Spacious Greenwich Village Apt,Jessica,Manhattan,40.73194,-73.99474000000001,Entire home/apt,225,5,10,91
60611,SpaHa Studio Monthly Rental,Blanca,Manhattan,40.79163,-73.94573000000001,Entire home/apt,125,28,183,365
60666,City Room - Private Luxury Suite,Wayne,Manhattan,40.8118,-73.94434,Private room,92,1,189,253
60673,Private Room/bath Luxurious Harlem,Cynthia,Manhattan,40.81583,-73.94707,Private room,175,2,1,365
60680,The gem of the East Village,Mich,Manhattan,40.72654,-73.98049,Entire home/apt,99,2,127,320
60948,ACCOMMODATIONS GALORE #2,Laurine,Manhattan,40.80942,-73.93936,Entire home/apt,140,3,135,192
61224,Huge Chelsea Loft,Frank,Manhattan,40.74358,-74.00027,Entire home/apt,500,2,35,348
61492,Exclusive Room with Private Bath in  LES,Tunji,Manhattan,40.71445,-73.9908,Private room,120,4,171,353
61509,"Quiet, clean midtown apt w. elevato",Anna/Fonzy,Manhattan,40.757490000000004,-73.96897,Entire home/apt,110,200,92,140
62095,BK Sweet Suite w/Kitchen&FullBath,Colette&Sean,Brooklyn,40.644459999999995,-73.9503,Entire home/apt,65,3,238,2
62427,Great East Village Apartment Rental,Brie,Manhattan,40.7268,-73.99079,Entire home/apt,130,50,56,56
62430,BROWNSTONE SUNDRENCHED BEAUTY,Sheila,Brooklyn,40.688,-73.9171,Entire home/apt,99,3,111,68
62452,A SpeciaL!! Private Room in NY,Lissette,Staten Island,40.63536,-74.08537,Private room,36,2,193,360
62787,C Private Room By The Ferry,Lissette,Staten Island,40.63518,-74.08546,Private room,37,2,177,320
62891,Smallest House In The Village,Olivia,Manhattan,40.72477,-73.98161,Entire home/apt,175,3,185,326
62903,Beautiful modern studio apartment in heart of NYC,Daniel,Manhattan,40.74238,-73.99566999999999,Entire home/apt,205,9,62,76
62925,Beautiful Landmarked Duplex,Maya,Brooklyn,40.72945,-73.95510999999999,Entire home/apt,285,3,124,279
63299,BROOKLYN > Guest Room w/ Queen Bed in Williamsburg,Scott,Brooklyn,40.70763,-73.95177,Private room,59,2,181,15
63320,D Private Che@p Room 2 Explore NYC,Lissette,Staten Island,40.634809999999995,-74.08519,Private room,36,2,333,340
63360,Safe cute near subway& Manhattan NY NY retro style,Dennis & Naoko,Queens,40.753840000000004,-73.91433,Entire home/apt,99,5,441,226
63546,Large and Cozy Private Bedroom,Antonín,Brooklyn,40.641059999999996,-73.97426,Private room,39,1,45,365
63588,LL3,Carol Gloria,Bronx,40.81309,-73.85514,Private room,90,2,0,349
63610,DOMINIQUE'S NY mini efficiency* wifi*metro*quiet,Vie,Bronx,40.88057,-73.83572,Entire home/apt,105,2,38,365
63657,"Private, Large & Sunny Top Floor Apt  w/W&D",Renée,Brooklyn,40.682359999999996,-73.94314,Entire home/apt,135,2,248,11
63693,Cottage in the Village,Olivia,Manhattan,40.72185,-73.98246,Entire home/apt,390,5,143,316
63719,BEDROOM1 FOR RENT 10min from Manhan,Helene,Brooklyn,40.68503,-73.95385,Private room,70,3,36,281
63913,"HOSTING YOUR  SUNNY, SPACIOUS NYC ROOM",Paula,Manhattan,40.866479999999996,-73.9263,Private room,75,7,0,323
64000,Williamsburg near soho. / loftbed,Kristian & Di,Brooklyn,40.7069,-73.95467,Private room,60,17,14,362
